VIN,YEAR,MAKE,Model,Body,Trim,ModelNumber,Doors,ExteriorColor,InteriorColor,EngineCylinders,EngineDisplacement,Transmission,Miles,SellingPrice,MSRP,BookValue,Invoice,DateInStock,Description,DealerZip,Ext_Color_Generic,Int_Color_Generic,Int_Upholstery,Engine_Block_Type,Engine_Aspiration_Type,Engine_Description,Transmission_Speed,Transmission_Description,Drivetrain,Fuel_Type,CityMPG,HighwayMPG,PassengerCapacity,ExtColorHexCode,EngineDisplacementCubicInches
NM0LS7BN5DT134447,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN5DT134450,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN5DT134657,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN6DT133856,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN7DT134353,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN7DT134448,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN7DT134451,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN9DT134449,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BNXDT133858,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN0DT131355,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN4DT131181,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN8DT131362,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41316,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN0DT127693,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41320,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN2DT127694,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41320,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN4DT127695,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41320,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN9DT127692,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,7,0,0,0,0,41320,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DNXDT131170,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41320,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN0DT127886,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN2DT126917,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN5DT127821,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN6DT127729,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
1FMCU9J98DUC66234,2013,Ford,Escape,Sport Utility,Titanium,U9J,4,Tuxedo Black,,4,2.0L,Automatic,10,37095,37095,0,34107,41325,2.0L I4 GTDI ECOBOOST ENGINE.6-SPEED SELECTSHIFT AUTO TRANCALIFORNIAEMISSIONS SYSTEMPOWER PANORAMA ROOFMYFORD TOUCH/HD SIRIUS/NAVPARKI,10583,Black,,,I,Direct Injection,Turbocharged Gas I4 2.0L/121,6,6-Speed Automatic w/Manual Shift,4WD,Gasoline Fuel,21,28,5,10101,121
NM0LS7DN6DT127861,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN7DT127819,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN7DT127822,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN1DT128029,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN0DT127936,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN0DT127984,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN2DT127937,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN4DT126918,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN4DT127938,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN6DT126919,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN9DT127935,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41324,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN1DT131108,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,5,0,0,0,0,41325,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN3DT131109,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41327,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN1DT131111,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41327,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN3DT131112,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41327,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN4DT131166,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41327,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN0DT131176,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41327,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN2DT131180,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41327,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN3DT131169,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41327,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN4DT131178,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41327,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN5DT131173,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41327,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN6DT131182,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41327,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7DN9DT131175,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7D,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41327,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
NM0LS7BN1DT133859,2013,Ford,Transit Connect,Mini-van Cargo,XLT,S7B,4,Frozen White,,4,2.0L,Automatic,6,0,0,0,0,41330,We carry a full range of quality new vehicles. Our cars trucks suvs hybrids and commercial trucks are available to meet all your driving needs. We are conveniently located just minutes from New York City New Jersey and Connecticut! YOU GET MORE! AT SCARSDALE FORD!,10583,White,,,I,Electronic Fuel Injection,Gas I4 2.0L/121,4,4-Speed Automatic,FWD,Gasoline Fuel,21,27,2,F5F5F5,121
